date,hour,total_alerts,critical_alerts,noise_alerts,unique_rooms,hour_label,export_period
2025-06-21,8,1,0,0,1,08:00,2025-04_to_2025-07
2025-06-21,9,2,0,2,1,09:00,2025-04_to_2025-07
2025-06-21,12,1,0,0,1,12:00,2025-04_to_2025-07
2025-06-21,15,5,2,3,1,15:00,2025-04_to_2025-07
2025-06-22,4,1,0,1,1,04:00,2025-04_to_2025-07
2025-06-22,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-06-22,10,21,6,7,1,10:00,2025-04_to_2025-07
2025-06-22,11,27,0,17,1,11:00,2025-04_to_2025-07
2025-06-22,12,4,0,2,1,12:00,2025-04_to_2025-07
2025-06-22,13,5,0,2,1,13:00,2025-04_to_2025-07
2025-06-22,15,1,0,1,1,15:00,2025-04_to_2025-07
2025-06-22,16,1,0,1,1,16:00,2025-04_to_2025-07
2025-06-22,17,4,0,3,1,17:00,2025-04_to_2025-07
2025-06-22,18,2,0,2,1,18:00,2025-04_to_2025-07
2025-06-22,19,7,1,4,2,19:00,2025-04_to_2025-07
2025-06-22,20,5,0,2,1,20:00,2025-04_to_2025-07
2025-06-22,21,3,0,2,1,21:00,2025-04_to_2025-07
2025-06-22,22,8,0,6,1,22:00,2025-04_to_2025-07
2025-06-22,23,33,0,9,1,23:00,2025-04_to_2025-07
2025-06-23,0,6,1,2,1,00:00,2025-04_to_2025-07
2025-06-23,1,1,0,1,1,01:00,2025-04_to_2025-07
2025-06-23,2,3,0,0,1,02:00,2025-04_to_2025-07
2025-06-23,3,2,0,2,1,03:00,2025-04_to_2025-07
2025-06-23,5,9,2,2,1,05:00,2025-04_to_2025-07
2025-06-23,8,2,0,0,1,08:00,2025-04_to_2025-07
2025-06-23,9,3,1,0,1,09:00,2025-04_to_2025-07
2025-06-23,10,6,1,1,1,10:00,2025-04_to_2025-07
2025-06-23,11,3,1,1,1,11:00,2025-04_to_2025-07
2025-06-23,12,3,0,0,1,12:00,2025-04_to_2025-07
2025-06-23,13,1,0,1,1,13:00,2025-04_to_2025-07
2025-06-23,14,10,1,2,1,14:00,2025-04_to_2025-07
2025-06-23,15,2,0,0,1,15:00,2025-04_to_2025-07
2025-06-23,16,4,0,3,1,16:00,2025-04_to_2025-07
2025-06-23,17,4,0,3,2,17:00,2025-04_to_2025-07
2025-06-23,18,1,0,0,1,18:00,2025-04_to_2025-07
2025-06-23,19,2,1,0,1,19:00,2025-04_to_2025-07
2025-06-23,20,34,3,16,2,20:00,2025-04_to_2025-07
2025-06-23,21,7,0,2,3,21:00,2025-04_to_2025-07
2025-06-24,0,8,1,4,3,00:00,2025-04_to_2025-07
2025-06-24,1,6,0,6,1,01:00,2025-04_to_2025-07
2025-06-24,2,7,2,5,1,02:00,2025-04_to_2025-07
2025-06-24,3,1,0,0,1,03:00,2025-04_to_2025-07
2025-06-24,4,1,0,0,1,04:00,2025-04_to_2025-07
2025-06-24,7,9,1,5,2,07:00,2025-04_to_2025-07
2025-06-24,8,2,0,1,2,08:00,2025-04_to_2025-07
2025-06-24,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-06-24,11,2,0,0,1,11:00,2025-04_to_2025-07
2025-06-24,12,2,0,0,2,12:00,2025-04_to_2025-07
2025-06-24,15,4,0,1,2,15:00,2025-04_to_2025-07
2025-06-24,16,6,2,1,3,16:00,2025-04_to_2025-07
2025-06-24,17,37,3,17,3,17:00,2025-04_to_2025-07
2025-06-24,18,13,0,7,4,18:00,2025-04_to_2025-07
2025-06-24,19,8,0,3,3,19:00,2025-04_to_2025-07
2025-06-24,20,19,2,10,4,20:00,2025-04_to_2025-07
2025-06-24,22,1,0,0,1,22:00,2025-04_to_2025-07
2025-06-24,23,1,1,0,1,23:00,2025-04_to_2025-07
2025-06-25,0,7,0,4,3,00:00,2025-04_to_2025-07
2025-06-25,3,23,0,15,3,03:00,2025-04_to_2025-07
2025-06-25,4,5,0,2,1,04:00,2025-04_to_2025-07
2025-06-25,5,3,0,3,2,05:00,2025-04_to_2025-07
2025-06-25,6,1,0,0,1,06:00,2025-04_to_2025-07
2025-06-25,8,7,2,6,2,08:00,2025-04_to_2025-07
2025-06-25,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-06-25,11,1,0,0,1,11:00,2025-04_to_2025-07
2025-06-25,12,1,0,0,1,12:00,2025-04_to_2025-07
2025-06-25,13,3,0,1,1,13:00,2025-04_to_2025-07
2025-06-25,16,12,2,1,5,16:00,2025-04_to_2025-07
2025-06-25,18,9,1,1,4,18:00,2025-04_to_2025-07
2025-06-25,19,5,0,3,2,19:00,2025-04_to_2025-07
2025-06-25,20,18,4,5,5,20:00,2025-04_to_2025-07
2025-06-25,22,23,0,10,1,22:00,2025-04_to_2025-07
2025-06-25,23,20,0,8,4,23:00,2025-04_to_2025-07
2025-06-26,0,4,0,1,2,00:00,2025-04_to_2025-07
2025-06-26,1,4,1,1,1,01:00,2025-04_to_2025-07
2025-06-26,3,2,0,1,2,03:00,2025-04_to_2025-07
2025-06-26,4,4,0,2,2,04:00,2025-04_to_2025-07
2025-06-26,6,5,0,2,1,06:00,2025-04_to_2025-07
2025-06-26,7,14,0,6,2,07:00,2025-04_to_2025-07
2025-06-26,8,10,1,5,4,08:00,2025-04_to_2025-07
2025-06-26,10,39,0,17,3,10:00,2025-04_to_2025-07
2025-06-26,11,12,0,8,4,11:00,2025-04_to_2025-07
2025-06-26,12,32,2,7,6,12:00,2025-04_to_2025-07
2025-06-26,13,10,0,4,1,13:00,2025-04_to_2025-07
2025-06-26,15,10,4,3,1,15:00,2025-04_to_2025-07
2025-06-26,16,1,0,0,1,16:00,2025-04_to_2025-07
2025-06-26,17,2,0,1,2,17:00,2025-04_to_2025-07
2025-06-26,18,4,0,1,2,18:00,2025-04_to_2025-07
2025-06-26,19,5,0,4,1,19:00,2025-04_to_2025-07
2025-06-26,20,10,0,7,4,20:00,2025-04_to_2025-07
2025-06-26,21,5,0,3,3,21:00,2025-04_to_2025-07
2025-06-26,22,5,0,3,3,22:00,2025-04_to_2025-07
2025-06-26,23,3,0,3,2,23:00,2025-04_to_2025-07
2025-06-27,0,11,0,6,4,00:00,2025-04_to_2025-07
2025-06-27,1,11,0,9,1,01:00,2025-04_to_2025-07
2025-06-27,2,1,0,1,1,02:00,2025-04_to_2025-07
2025-06-27,3,2,0,1,1,03:00,2025-04_to_2025-07
2025-06-27,4,1,0,1,1,04:00,2025-04_to_2025-07
2025-06-27,5,6,1,2,2,05:00,2025-04_to_2025-07
2025-06-27,6,2,0,2,1,06:00,2025-04_to_2025-07
2025-06-27,7,3,0,2,1,07:00,2025-04_to_2025-07
2025-06-27,8,15,2,6,6,08:00,2025-04_to_2025-07
2025-06-27,9,17,0,8,3,09:00,2025-04_to_2025-07
2025-06-27,10,8,0,4,2,10:00,2025-04_to_2025-07
2025-06-27,11,12,1,8,3,11:00,2025-04_to_2025-07
2025-06-27,12,42,3,16,3,12:00,2025-04_to_2025-07
2025-06-27,13,9,1,6,2,13:00,2025-04_to_2025-07
2025-06-27,14,12,2,6,2,14:00,2025-04_to_2025-07
2025-06-27,15,28,2,13,4,15:00,2025-04_to_2025-07
2025-06-27,16,5,1,2,3,16:00,2025-04_to_2025-07
2025-06-27,17,4,0,3,2,17:00,2025-04_to_2025-07
2025-06-27,18,4,0,3,1,18:00,2025-04_to_2025-07
2025-06-27,19,6,0,5,2,19:00,2025-04_to_2025-07
2025-06-27,20,3,1,3,1,20:00,2025-04_to_2025-07
2025-06-27,21,6,1,2,2,21:00,2025-04_to_2025-07
2025-06-27,22,4,0,3,3,22:00,2025-04_to_2025-07
2025-06-27,23,8,0,6,2,23:00,2025-04_to_2025-07
2025-06-28,0,4,0,2,3,00:00,2025-04_to_2025-07
2025-06-28,1,4,0,3,2,01:00,2025-04_to_2025-07
2025-06-28,2,16,0,6,2,02:00,2025-04_to_2025-07
2025-06-28,3,5,0,3,2,03:00,2025-04_to_2025-07
2025-06-28,4,3,0,3,1,04:00,2025-04_to_2025-07
2025-06-28,5,4,0,4,1,05:00,2025-04_to_2025-07
2025-06-28,6,11,0,10,1,06:00,2025-04_to_2025-07
2025-06-28,7,22,0,18,1,07:00,2025-04_to_2025-07
2025-06-28,8,29,1,13,3,08:00,2025-04_to_2025-07
2025-06-28,9,9,2,4,3,09:00,2025-04_to_2025-07
2025-06-28,10,14,2,4,3,10:00,2025-04_to_2025-07
2025-06-28,12,14,1,4,5,12:00,2025-04_to_2025-07
2025-06-28,13,3,0,2,1,13:00,2025-04_to_2025-07
2025-06-28,14,57,7,38,3,14:00,2025-04_to_2025-07
2025-06-28,15,20,2,8,1,15:00,2025-04_to_2025-07
2025-06-28,16,11,1,3,5,16:00,2025-04_to_2025-07
2025-06-28,17,4,1,1,2,17:00,2025-04_to_2025-07
2025-06-28,18,4,0,2,2,18:00,2025-04_to_2025-07
2025-06-28,19,4,0,4,1,19:00,2025-04_to_2025-07
2025-06-28,20,18,0,18,2,20:00,2025-04_to_2025-07
2025-06-28,21,97,1,74,2,21:00,2025-04_to_2025-07
2025-06-28,22,58,0,53,1,22:00,2025-04_to_2025-07
2025-06-28,23,53,0,43,2,23:00,2025-04_to_2025-07
2025-06-29,0,36,0,29,1,00:00,2025-04_to_2025-07
2025-06-29,1,20,0,12,1,01:00,2025-04_to_2025-07
2025-06-29,2,9,0,4,1,02:00,2025-04_to_2025-07
2025-06-29,3,10,0,5,1,03:00,2025-04_to_2025-07
2025-06-29,4,49,0,40,4,04:00,2025-04_to_2025-07
2025-06-29,5,7,0,4,1,05:00,2025-04_to_2025-07
2025-06-29,6,67,0,57,1,06:00,2025-04_to_2025-07
2025-06-29,7,147,1,107,1,07:00,2025-04_to_2025-07
2025-06-29,8,18,0,13,1,08:00,2025-04_to_2025-07
2025-06-29,9,5,0,1,4,09:00,2025-04_to_2025-07
2025-06-29,10,1,0,1,1,10:00,2025-04_to_2025-07
2025-06-29,12,8,0,3,2,12:00,2025-04_to_2025-07
2025-06-29,15,1,0,1,1,15:00,2025-04_to_2025-07
2025-06-29,16,6,1,1,3,16:00,2025-04_to_2025-07
2025-06-29,19,8,0,4,3,19:00,2025-04_to_2025-07
2025-06-29,21,7,0,3,2,21:00,2025-04_to_2025-07
2025-06-29,22,7,0,4,1,22:00,2025-04_to_2025-07
2025-06-29,23,5,0,4,2,23:00,2025-04_to_2025-07
2025-06-30,3,3,0,2,1,03:00,2025-04_to_2025-07
2025-06-30,4,2,0,0,1,04:00,2025-04_to_2025-07
2025-06-30,5,2,0,1,1,05:00,2025-04_to_2025-07
2025-06-30,7,3,0,1,2,07:00,2025-04_to_2025-07
2025-06-30,8,5,1,1,3,08:00,2025-04_to_2025-07
2025-06-30,9,9,2,5,2,09:00,2025-04_to_2025-07
2025-06-30,10,3,0,1,2,10:00,2025-04_to_2025-07
2025-06-30,11,23,1,12,5,11:00,2025-04_to_2025-07
2025-06-30,12,19,0,3,3,12:00,2025-04_to_2025-07
2025-06-30,13,6,0,3,3,13:00,2025-04_to_2025-07
2025-07-09,17,40,14,21,4,17:00,2025-04_to_2025-07
2025-07-09,18,22,1,12,2,18:00,2025-04_to_2025-07
2025-07-09,19,17,2,4,3,19:00,2025-04_to_2025-07
2025-07-09,20,41,12,19,4,20:00,2025-04_to_2025-07
2025-07-09,21,8,1,3,1,21:00,2025-04_to_2025-07
2025-07-09,22,3,0,0,1,22:00,2025-04_to_2025-07
2025-07-09,23,25,6,15,6,23:00,2025-04_to_2025-07
2025-07-10,0,76,0,43,3,00:00,2025-04_to_2025-07
2025-07-10,1,90,0,54,2,01:00,2025-04_to_2025-07
2025-07-10,2,105,1,37,5,02:00,2025-04_to_2025-07
2025-07-10,3,98,7,47,7,03:00,2025-04_to_2025-07
2025-07-10,4,23,2,15,4,04:00,2025-04_to_2025-07
2025-07-10,5,5,1,2,2,05:00,2025-04_to_2025-07
2025-07-10,7,8,3,0,3,07:00,2025-04_to_2025-07
2025-07-10,8,4,0,2,1,08:00,2025-04_to_2025-07
2025-07-10,9,5,0,3,2,09:00,2025-04_to_2025-07
2025-07-10,10,1,0,0,1,10:00,2025-04_to_2025-07
2025-07-10,11,26,2,6,4,11:00,2025-04_to_2025-07
2025-07-10,12,77,5,27,5,12:00,2025-04_to_2025-07
2025-07-10,13,4,1,2,2,13:00,2025-04_to_2025-07
2025-07-10,14,23,0,11,2,14:00,2025-04_to_2025-07
2025-07-10,15,31,5,13,5,15:00,2025-04_to_2025-07
2025-07-10,16,52,2,39,4,16:00,2025-04_to_2025-07
2025-07-10,17,34,1,22,4,17:00,2025-04_to_2025-07
2025-07-10,18,24,0,16,2,18:00,2025-04_to_2025-07
2025-07-10,19,12,2,4,6,19:00,2025-04_to_2025-07
2025-07-10,20,21,2,11,5,20:00,2025-04_to_2025-07
2025-07-10,21,38,0,19,3,21:00,2025-04_to_2025-07
2025-07-10,23,26,3,9,5,23:00,2025-04_to_2025-07
2025-07-11,0,15,0,8,1,00:00,2025-04_to_2025-07
2025-07-11,1,2,0,2,1,01:00,2025-04_to_2025-07
2025-07-11,2,9,0,5,1,02:00,2025-04_to_2025-07
2025-07-11,3,15,3,7,6,03:00,2025-04_to_2025-07
2025-07-11,4,6,0,4,2,04:00,2025-04_to_2025-07
2025-07-11,5,1,0,1,1,05:00,2025-04_to_2025-07
2025-07-11,6,5,0,5,1,06:00,2025-04_to_2025-07
2025-07-11,7,25,3,12,2,07:00,2025-04_to_2025-07
2025-07-11,8,27,3,10,4,08:00,2025-04_to_2025-07
2025-07-11,9,12,2,4,1,09:00,2025-04_to_2025-07
2025-07-11,10,18,1,10,2,10:00,2025-04_to_2025-07
2025-07-11,11,22,5,14,5,11:00,2025-04_to_2025-07
2025-07-11,12,6,0,2,1,12:00,2025-04_to_2025-07
2025-07-11,13,12,0,6,3,13:00,2025-04_to_2025-07
2025-07-11,15,10,2,3,3,15:00,2025-04_to_2025-07
2025-07-11,16,35,0,16,4,16:00,2025-04_to_2025-07
2025-07-11,17,63,3,22,1,17:00,2025-04_to_2025-07
2025-07-11,18,34,5,12,3,18:00,2025-04_to_2025-07
2025-07-11,19,26,1,13,6,19:00,2025-04_to_2025-07
2025-07-11,20,68,0,30,3,20:00,2025-04_to_2025-07
2025-07-11,21,29,0,15,1,21:00,2025-04_to_2025-07
2025-07-11,22,34,1,19,1,22:00,2025-04_to_2025-07
2025-07-11,23,13,0,7,2,23:00,2025-04_to_2025-07
2025-07-12,0,12,2,6,1,00:00,2025-04_to_2025-07
2025-07-12,1,19,1,11,3,01:00,2025-04_to_2025-07
2025-07-12,3,7,0,2,5,03:00,2025-04_to_2025-07
2025-07-12,4,3,1,0,1,04:00,2025-04_to_2025-07
2025-07-12,6,2,0,0,1,06:00,2025-04_to_2025-07
2025-07-12,7,10,3,7,2,07:00,2025-04_to_2025-07
2025-07-12,8,24,3,9,5,08:00,2025-04_to_2025-07
2025-07-12,9,2,0,1,2,09:00,2025-04_to_2025-07
2025-07-12,10,5,1,4,1,10:00,2025-04_to_2025-07
2025-07-12,11,15,1,4,3,11:00,2025-04_to_2025-07
2025-07-12,12,21,1,3,2,12:00,2025-04_to_2025-07
2025-07-12,13,45,0,26,2,13:00,2025-04_to_2025-07
2025-07-12,14,29,8,17,3,14:00,2025-04_to_2025-07
2025-07-12,15,9,0,3,1,15:00,2025-04_to_2025-07
2025-07-12,16,8,0,5,1,16:00,2025-04_to_2025-07
2025-07-12,17,6,0,4,2,17:00,2025-04_to_2025-07
2025-07-12,18,11,3,5,2,18:00,2025-04_to_2025-07
2025-07-12,19,61,16,23,4,19:00,2025-04_to_2025-07
2025-07-12,20,51,2,25,3,20:00,2025-04_to_2025-07
2025-07-12,21,62,0,34,3,21:00,2025-04_to_2025-07
2025-07-12,22,79,0,53,3,22:00,2025-04_to_2025-07
2025-07-12,23,25,1,18,4,23:00,2025-04_to_2025-07
2025-07-13,0,14,3,8,2,00:00,2025-04_to_2025-07
2025-07-13,1,19,12,8,1,01:00,2025-04_to_2025-07
2025-07-13,2,37,0,24,3,02:00,2025-04_to_2025-07
2025-07-13,3,54,7,26,4,03:00,2025-04_to_2025-07
2025-07-13,4,7,0,5,1,04:00,2025-04_to_2025-07
2025-07-13,5,4,0,2,2,05:00,2025-04_to_2025-07
2025-07-13,6,5,0,2,1,06:00,2025-04_to_2025-07
2025-07-13,7,26,2,14,3,07:00,2025-04_to_2025-07
2025-07-13,8,23,6,8,3,08:00,2025-04_to_2025-07
2025-07-13,9,11,1,4,3,09:00,2025-04_to_2025-07
2025-07-13,10,43,8,28,3,10:00,2025-04_to_2025-07
2025-07-13,11,33,1,23,3,11:00,2025-04_to_2025-07
2025-07-13,12,11,2,4,3,12:00,2025-04_to_2025-07
2025-07-13,13,15,0,8,2,13:00,2025-04_to_2025-07
2025-07-13,14,20,3,11,3,14:00,2025-04_to_2025-07
2025-07-13,15,61,9,38,4,15:00,2025-04_to_2025-07
2025-07-13,16,47,0,26,2,16:00,2025-04_to_2025-07
2025-07-13,17,30,1,16,3,17:00,2025-04_to_2025-07
2025-07-13,18,35,5,20,2,18:00,2025-04_to_2025-07
2025-07-13,19,22,0,15,4,19:00,2025-04_to_2025-07
2025-07-13,20,19,0,10,4,20:00,2025-04_to_2025-07
2025-07-13,21,43,2,24,4,21:00,2025-04_to_2025-07
2025-07-13,22,29,0,24,3,22:00,2025-04_to_2025-07
2025-07-13,23,87,4,53,5,23:00,2025-04_to_2025-07
2025-07-14,0,41,3,17,5,00:00,2025-04_to_2025-07
2025-07-14,1,105,1,72,4,01:00,2025-04_to_2025-07
2025-07-14,2,83,4,55,5,02:00,2025-04_to_2025-07
2025-07-14,3,43,0,27,4,03:00,2025-04_to_2025-07
2025-07-14,4,69,0,47,6,04:00,2025-04_to_2025-07
2025-07-14,5,115,6,88,5,05:00,2025-04_to_2025-07
2025-07-14,6,142,9,100,4,06:00,2025-04_to_2025-07
2025-07-14,7,182,5,86,6,07:00,2025-04_to_2025-07
2025-07-14,8,103,12,56,5,08:00,2025-04_to_2025-07
2025-07-14,9,104,17,45,5,09:00,2025-04_to_2025-07
2025-07-14,10,89,2,49,4,10:00,2025-04_to_2025-07
2025-07-14,11,76,8,45,6,11:00,2025-04_to_2025-07
2025-07-14,12,28,2,16,4,12:00,2025-04_to_2025-07
2025-07-14,13,28,1,13,3,13:00,2025-04_to_2025-07
2025-07-14,14,53,4,26,4,14:00,2025-04_to_2025-07
2025-07-14,15,102,10,50,8,15:00,2025-04_to_2025-07
2025-07-14,16,58,5,31,5,16:00,2025-04_to_2025-07
2025-07-14,17,62,20,35,4,17:00,2025-04_to_2025-07
2025-07-14,18,54,4,35,4,18:00,2025-04_to_2025-07
2025-07-14,19,42,3,30,4,19:00,2025-04_to_2025-07
2025-07-14,20,43,1,26,5,20:00,2025-04_to_2025-07
2025-07-14,21,38,2,28,5,21:00,2025-04_to_2025-07
2025-07-14,22,84,0,65,4,22:00,2025-04_to_2025-07
2025-07-14,23,67,4,37,8,23:00,2025-04_to_2025-07
2025-07-15,0,42,1,22,4,00:00,2025-04_to_2025-07
2025-07-15,1,70,0,44,4,01:00,2025-04_to_2025-07
2025-07-15,2,64,0,47,4,02:00,2025-04_to_2025-07
2025-07-15,3,49,1,26,7,03:00,2025-04_to_2025-07
2025-07-15,4,36,0,28,3,04:00,2025-04_to_2025-07
2025-07-15,5,46,0,35,4,05:00,2025-04_to_2025-07
2025-07-15,6,105,0,74,3,06:00,2025-04_to_2025-07
2025-07-15,7,64,6,40,3,07:00,2025-04_to_2025-07
2025-07-15,8,36,0,18,4,08:00,2025-04_to_2025-07
2025-07-15,9,50,10,24,4,09:00,2025-04_to_2025-07
